N	P	M	v0	beta	num_steps
10	50	47	2.000000e-01	7.000000e-01	50000
i	V_beta	h^2	H_{HMC}	h	Acc.
21594	4.087996e+00	1.742117e+01	4.522365e+04	1.094199e+01	1
21595	4.125210e+00	1.945195e+01	4.931607e+04	1.106375e+01	1
21596	4.016446e+00	2.081328e+01	4.557534e+04	1.108672e+01	1
21597	4.035417e+00	1.900764e+01	4.851493e+04	1.125209e+01	1
21598	4.018550e+00	1.902242e+01	4.885477e+04	1.114682e+01	1
21599	3.952124e+00	1.746016e+01	4.547759e+04	1.123746e+01	1
21600	4.131129e+00	1.596289e+01	4.465676e+04	1.141533e+01	1
21601	4.217809e+00	1.654374e+01	3.902098e+04	1.165591e+01	1
21602	4.217809e+00	1.654374e+01	4.687523e+04	1.165591e+01	0
21603	4.259159e+00	1.811331e+01	4.365116e+04	1.168825e+01	1
21604	4.259159e+00	1.811331e+01	4.947809e+04	1.168825e+01	0
21605	4.389552e+00	1.891908e+01	4.454378e+04	1.199618e+01	1
21606	4.381743e+00	1.967729e+01	4.245721e+04	1.206123e+01	1
21607	4.514351e+00	1.939913e+01	4.656504e+04	1.219936e+01	1
21608	4.514351e+00	1.939913e+01	5.338377e+04	1.219936e+01	0
21609	4.575181e+00	1.964789e+01	4.666949e+04	1.240223e+01	1
21610	4.571728e+00	1.945914e+01	4.840493e+04	1.249482e+01	1
21611	4.565264e+00	2.046618e+01	4.610383e+04	1.246530e+01	1
21612	4.491342e+00	1.867539e+01	5.005571e+04	1.236654e+01	1
21613	4.491342e+00	1.867539e+01	4.777380e+04	1.236654e+01	0
21614	4.491342e+00	1.867539e+01	4.748284e+04	1.236654e+01	0
21615	4.469239e+00	2.199042e+01	4.483562e+04	1.236243e+01	1
21616	4.601296e+00	2.117245e+01	4.711708e+04	1.238198e+01	1
21617	4.601296e+00	2.117245e+01	4.611670e+04	1.238198e+01	0
21618	4.667094e+00	2.410177e+01	5.034529e+04	1.229264e+01	1
21619	4.701343e+00	2.435458e+01	5.049753e+04	1.226416e+01	1
21620	4.710062e+00	2.440456e+01	4.804927e+04	1.218029e+01	1
21621	4.787509e+00	2.526869e+01	5.078104e+04	1.239922e+01	1
21622	4.787509e+00	2.526869e+01	4.409359e+04	1.239922e+01	0
21623	4.742348e+00	2.483733e+01	4.406876e+04	1.255813e+01	1
21624	4.742348e+00	2.483733e+01	4.855415e+04	1.255813e+01	0
21625	4.722034e+00	2.653871e+01	4.875159e+04	1.251689e+01	1
21626	4.812745e+00	2.847502e+01	4.425232e+04	1.265922e+01	1
21627	4.812745e+00	2.847502e+01	4.708443e+04	1.265922e+01	0
21628	4.812745e+00	2.847502e+01	4.620379e+04	1.265922e+01	0
21629	4.946620e+00	2.920522e+01	4.623844e+04	1.252210e+01	1
21630	4.946620e+00	2.920522e+01	4.924256e+04	1.252210e+01	0
21631	4.946620e+00	2.920522e+01	4.877893e+04	1.252210e+01	0
21632	5.003596e+00	2.695763e+01	4.671561e+04	1.253855e+01	1
21633	5.070646e+00	2.523920e+01	4.487795e+04	1.253925e+01	1
21634	4.767179e+00	2.385224e+01	4.593742e+04	1.243519e+01	1
21635	4.790423e+00	2.355463e+01	4.504157e+04	1.246289e+01	1
21636	4.864293e+00	2.515163e+01	4.978895e+04	1.257441e+01	1
21637	4.707862e+00	2.573311e+01	4.827685e+04	1.275269e+01	1
21638	4.555170e+00	2.841792e+01	4.281742e+04	1.250776e+01	1
21639	4.493210e+00	2.778919e+01	4.628682e+04	1.249072e+01	1
21640	4.596615e+00	2.581293e+01	4.548129e+04	1.268889e+01	1
21641	4.566966e+00	2.493914e+01	4.786799e+04	1.271091e+01	1
21642	4.670033e+00	2.523064e+01	4.748822e+04	1.263783e+01	1
21643	4.775812e+00	2.855861e+01	4.144648e+04	1.253419e+01	1
21644	4.953620e+00	2.556327e+01	5.364024e+04	1.257299e+01	1
21645	5.035776e+00	2.795668e+01	5.038829e+04	1.254637e+01	1
21646	5.035776e+00	2.795668e+01	5.212182e+04	1.254637e+01	0
21647	5.099125e+00	2.705585e+01	4.761754e+04	1.238497e+01	1
21648	5.074503e+00	2.726820e+01	5.182904e+04	1.239402e+01	1
21649	5.123820e+00	2.708248e+01	4.952909e+04	1.273251e+01	1
21650	5.098326e+00	2.705946e+01	4.547119e+04	1.305252e+01	1
21651	4.966761e+00	2.960634e+01	5.147118e+04	1.294266e+01	1
21652	4.929918e+00	3.205414e+01	5.172392e+04	1.300498e+01	1
21653	4.967055e+00	3.199426e+01	5.008074e+04	1.289890e+01	1
21654	5.038929e+00	3.156114e+01	5.201510e+04	1.310675e+01	1
21655	5.148750e+00	3.458774e+01	4.730515e+04	1.329782e+01	1
21656	5.148750e+00	3.458774e+01	5.854946e+04	1.329782e+01	0
21657	5.154058e+00	3.469513e+01	4.837392e+04	1.317097e+01	1
21658	5.156133e+00	3.514217e+01	4.924782e+04	1.319702e+01	1
21659	5.235656e+00	3.530642e+01	4.897570e+04	1.348790e+01	1
21660	5.262732e+00	3.565941e+01	4.956597e+04	1.365022e+01	1
21661	5.232572e+00	3.314077e+01	4.446254e+04	1.362681e+01	1
21662	5.066524e+00	3.151496e+01	4.891645e+04	1.364852e+01	1
21663	5.126696e+00	3.398485e+01	4.884111e+04	1.375009e+01	1
21664	5.049559e+00	3.264906e+01	4.833012e+04	1.358248e+01	1
21665	5.138606e+00	3.187009e+01	4.622042e+04	1.341025e+01	1
21666	5.109943e+00	3.252419e+01	4.365332e+04	1.344482e+01	1
21667	5.011305e+00	3.274286e+01	4.747172e+04	1.333562e+01	1
21668	5.011305e+00	3.274286e+01	5.130871e+04	1.333562e+01	0
21669	5.092549e+00	3.271583e+01	4.637916e+04	1.336158e+01	1
21670	4.973187e+00	3.170725e+01	4.382161e+04	1.326360e+01	1
21671	4.962076e+00	2.855823e+01	4.555212e+04	1.333849e+01	1
21672	4.891998e+00	2.728068e+01	4.769454e+04	1.337023e+01	1
21673	4.910054e+00	3.041676e+01	5.236305e+04	1.348495e+01	1
21674	4.867553e+00	3.224931e+01	4.489092e+04	1.334811e+01	1
21675	4.776554e+00	3.544702e+01	4.907443e+04	1.329058e+01	1
21676	4.736687e+00	3.330641e+01	5.253373e+04	1.315288e+01	1
21677	4.686515e+00	3.344272e+01	5.236059e+04	1.316103e+01	1
21678	4.832618e+00	3.557016e+01	4.712993e+04	1.322479e+01	1
21679	4.794825e+00	3.615984e+01	4.227702e+04	1.295731e+01	1
21680	4.525059e+00	3.825792e+01	4.486323e+04	1.284806e+01	1
21681	4.819169e+00	3.828654e+01	5.016658e+04	1.299745e+01	1
21682	4.772780e+00	3.793134e+01	5.130907e+04	1.290309e+01	1
21683	4.837980e+00	4.021960e+01	4.982302e+04	1.303929e+01	1
21684	5.000718e+00	4.370358e+01	4.749990e+04	1.305365e+01	1
21685	4.892268e+00	4.418448e+01	4.150476e+04	1.316919e+01	1
21686	5.044925e+00	4.186260e+01	4.837706e+04	1.331326e+01	1
21687	4.938952e+00	4.293619e+01	5.119156e+04	1.323983e+01	1
21688	4.752451e+00	4.416630e+01	4.717560e+04	1.283324e+01	1
21689	4.721883e+00	4.201141e+01	4.614708e+04	1.294329e+01	1
21690	4.775439e+00	3.967833e+01	4.901508e+04	1.256667e+01	1
21691	4.620058e+00	4.134417e+01	4.630322e+04	1.222230e+01	1
21692	4.539601e+00	4.204911e+01	4.649437e+04	1.221360e+01	1
21693	4.589647e+00	4.476718e+01	4.465894e+04	1.239953e+01	1
21694	4.712375e+00	4.438878e+01	4.830538e+04	1.241113e+01	1
21695	4.750434e+00	4.506063e+01	4.496140e+04	1.249179e+01	1
21696	4.764833e+00	4.282460e+01	4.580008e+04	1.255616e+01	1
21697	4.896467e+00	4.140632e+01	4.333824e+04	1.248431e+01	1
21698	5.041245e+00	4.250647e+01	4.553242e+04	1.247345e+01	1
21699	5.099816e+00	4.243902e+01	5.004507e+04	1.248187e+01	1
21700	5.111760e+00	4.229667e+01	4.389774e+04	1.257227e+01	1
21701	5.058549e+00	3.724780e+01	4.991063e+04	1.254936e+01	1
21702	4.852424e+00	3.822115e+01	4.937703e+04	1.243372e+01	1
21703	4.677409e+00	4.128532e+01	4.444968e+04	1.244573e+01	1
21704	4.454159e+00	4.186857e+01	4.199775e+04	1.212317e+01	1
21705	4.594789e+00	4.030767e+01	4.986472e+04	1.236088e+01	1
21706	4.711563e+00	4.333190e+01	4.945601e+04	1.237796e+01	1
21707	4.671987e+00	4.325458e+01	4.505273e+04	1.225899e+01	1
21708	4.638168e+00	4.080188e+01	4.328463e+04	1.243827e+01	1
21709	4.615340e+00	4.157829e+01	4.653885e+04	1.232910e+01	1
21710	4.624557e+00	4.331661e+01	4.577330e+04	1.250653e+01	1
21711	4.674406e+00	4.257030e+01	5.137602e+04	1.257636e+01	1
21712	4.674406e+00	4.257030e+01	5.057356e+04	1.257636e+01	0
21713	4.700026e+00	4.571369e+01	4.554844e+04	1.258124e+01	1
21714	4.677287e+00	4.645523e+01	4.631553e+04	1.238200e+01	1
21715	4.648322e+00	4.587129e+01	4.847351e+04	1.254352e+01	1
21716	4.616769e+00	4.388820e+01	4.890821e+04	1.235932e+01	1
21717	4.566779e+00	3.960013e+01	4.176341e+04	1.236204e+01	1
21718	4.552027e+00	3.883081e+01	4.881616e+04	1.232433e+01	1
21719	4.552027e+00	3.883081e+01	4.841147e+04	1.232433e+01	0
21720	4.771486e+00	3.771079e+01	4.833548e+04	1.229476e+01	1
21721	4.839864e+00	3.867530e+01	4.737951e+04	1.247428e+01	1
21722	4.804673e+00	4.007904e+01	4.600367e+04	1.243217e+01	1
21723	4.874241e+00	3.994789e+01	4.498520e+04	1.236567e+01	1
21724	4.883464e+00	3.672981e+01	5.088016e+04	1.224779e+01	1
21725	4.953354e+00	3.874702e+01	4.545873e+04	1.221270e+01	1
21726	5.024575e+00	3.393261e+01	4.999924e+04	1.217474e+01	1
21727	5.115427e+00	3.576638e+01	4.918952e+04	1.207932e+01	1
21728	5.365799e+00	3.366363e+01	4.776959e+04	1.212367e+01	1
21729	5.420373e+00	3.539274e+01	4.545308e+04	1.216781e+01	1
21730	5.420373e+00	3.539274e+01	4.659598e+04	1.216781e+01	0
21731	5.368208e+00	3.316874e+01	4.925888e+04	1.199871e+01	1
21732	5.368208e+00	3.316874e+01	5.009990e+04	1.199871e+01	0
21733	5.266990e+00	3.233210e+01	4.493255e+04	1.183231e+01	1
21734	5.401316e+00	2.914301e+01	4.606893e+04	1.206964e+01	1
21735	5.496973e+00	2.855561e+01	5.102253e+04	1.217338e+01	1
21736	5.483777e+00	2.862305e+01	4.766162e+04	1.213148e+01	1
21737	5.438023e+00	3.025883e+01	4.751608e+04	1.223666e+01	1
21738	5.555825e+00	2.849999e+01	5.056315e+04	1.237786e+01	1
21739	5.555825e+00	2.849999e+01	4.965419e+04	1.237786e+01	0
21740	5.647791e+00	2.931271e+01	4.293453e+04	1.242575e+01	1
21741	5.672131e+00	3.213446e+01	5.092267e+04	1.232754e+01	1
21742	5.609029e+00	3.004626e+01	4.658518e+04	1.213317e+01	1
21743	5.675863e+00	3.164599e+01	4.750634e+04	1.216609e+01	1
21744	5.648965e+00	3.064670e+01	4.798629e+04	1.210303e+01	1
21745	5.891652e+00	3.485288e+01	4.501792e+04	1.235799e+01	1
21746	5.900195e+00	3.283408e+01	4.780274e+04	1.254068e+01	1
21747	5.972022e+00	3.451942e+01	4.569690e+04	1.253207e+01	1
21748	6.147242e+00	3.666973e+01	4.901620e+04	1.264250e+01	1
21749	6.208534e+00	3.803891e+01	5.015395e+04	1.257073e+01	1
21750	6.355910e+00	3.677935e+01	4.788964e+04	1.277441e+01	1
21751	6.592638e+00	3.714019e+01	4.778147e+04	1.284892e+01	1
21752	6.560680e+00	3.738987e+01	5.125343e+04	1.283584e+01	1
21753	6.359738e+00	4.196594e+01	4.677439e+04	1.278791e+01	1
21754	6.347854e+00	4.204079e+01	4.752546e+04	1.274087e+01	1
21755	6.366717e+00	4.460136e+01	4.999281e+04	1.278880e+01	1
21756	6.339110e+00	4.645814e+01	5.048165e+04	1.270232e+01	1
21757	6.384559e+00	4.764206e+01	5.092090e+04	1.291866e+01	1
21758	6.230324e+00	5.052531e+01	4.851655e+04	1.281242e+01	1
21759	6.230324e+00	5.052531e+01	4.602902e+04	1.281242e+01	0
21760	6.244792e+00	5.506951e+01	5.223404e+04	1.306107e+01	1
21761	6.442538e+00	5.439625e+01	5.183450e+04	1.303162e+01	1
21762	6.278273e+00	5.399516e+01	4.606654e+04	1.306317e+01	1
21763	6.204829e+00	5.409259e+01	4.931545e+04	1.294550e+01	1
21764	6.244020e+00	5.336226e+01	4.831731e+04	1.301026e+01	1
21765	6.011198e+00	5.209971e+01	4.630417e+04	1.280473e+01	1
21766	6.259157e+00	4.775581e+01	4.523394e+04	1.290673e+01	1
21767	6.123547e+00	4.728885e+01	5.166439e+04	1.262551e+01	1
21768	6.233582e+00	4.736659e+01	4.370139e+04	1.281783e+01	1
21769	6.262103e+00	4.939961e+01	5.194390e+04	1.290098e+01	1
21770	6.232099e+00	5.087420e+01	5.347626e+04	1.295694e+01	1
21771	6.205472e+00	4.934279e+01	4.220460e+04	1.296832e+01	1
21772	6.145348e+00	4.598574e+01	5.118681e+04	1.302826e+01	1
21773	6.300428e+00	5.019714e+01	4.792440e+04	1.288836e+01	1
21774	6.290236e+00	4.781124e+01	4.835096e+04	1.279823e+01	1
21775	6.611288e+00	4.875723e+01	5.102515e+04	1.304887e+01	1
21776	6.714356e+00	4.998515e+01	4.895826e+04	1.301005e+01	1
21777	6.863181e+00	5.489285e+01	5.077288e+04	1.282094e+01	1
21778	6.769937e+00	5.463112e+01	5.407299e+04	1.275209e+01	1
21779	6.696714e+00	5.328652e+01	4.781304e+04	1.266000e+01	1
21780	6.436346e+00	5.259270e+01	4.739205e+04	1.237598e+01	1
21781	6.699717e+00	5.205270e+01	4.864761e+04	1.244787e+01	1
21782	6.504814e+00	5.099259e+01	5.505707e+04	1.253248e+01	1
21783	6.303820e+00	4.925084e+01	4.562235e+04	1.241823e+01	1
21784	6.287330e+00	5.060665e+01	4.931869e+04	1.225463e+01	1
21785	6.340060e+00	5.106456e+01	4.621798e+04	1.202674e+01	1
21786	6.403261e+00	5.184634e+01	5.290922e+04	1.187344e+01	1
21787	6.334678e+00	4.975159e+01	4.998277e+04	1.164063e+01	1
21788	6.303398e+00	4.957407e+01	5.598484e+04	1.139197e+01	1
21789	6.306804e+00	5.018276e+01	4.759601e+04	1.128327e+01	1
21790	6.215080e+00	4.962112e+01	5.201953e+04	1.119839e+01	1
21791	6.056714e+00	4.784422e+01	4.932721e+04	1.106957e+01	1
21792	6.042501e+00	4.868888e+01	5.216924e+04	1.103054e+01	1
21793	5.855605e+00	4.924398e+01	4.647808e+04	1.108518e+01	1
21794	5.964905e+00	5.168498e+01	5.237410e+04	1.127795e+01	1
21795	5.949053e+00	5.105610e+01	4.599151e+04	1.082689e+01	1
21796	5.949053e+00	5.105610e+01	5.370327e+04	1.082689e+01	0
21797	5.971578e+00	5.156918e+01	4.749463e+04	1.065625e+01	1
21798	5.986171e+00	5.030475e+01	4.781994e+04	1.053106e+01	1
21799	5.986171e+00	5.030475e+01	4.900093e+04	1.053106e+01	0
21800	5.986171e+00	5.030475e+01	4.790332e+04	1.053106e+01	0
21801	5.996202e+00	5.025001e+01	4.124619e+04	1.057605e+01	1
21802	6.196859e+00	5.117307e+01	4.462334e+04	1.041628e+01	1
21803	6.159623e+00	5.242003e+01	4.614109e+04	1.032505e+01	1
21804	6.218987e+00	5.274654e+01	5.022061e+04	1.040904e+01	1
21805	6.389218e+00	5.700409e+01	4.881887e+04	1.050541e+01	1
21806	6.204194e+00	5.516958e+01	4.531417e+04	1.024211e+01	1
21807	6.128899e+00	5.463277e+01	4.904822e+04	1.022437e+01	1
21808	6.248749e+00	5.535847e+01	4.665081e+04	1.037857e+01	1
21809	6.223844e+00	5.567567e+01	4.860380e+04	1.020305e+01	1
21810	6.120562e+00	5.726522e+01	4.971948e+04	9.995491e+00	1
21811	6.258468e+00	5.757360e+01	4.490110e+04	1.000431e+01	1
21812	6.299764e+00	5.810492e+01	5.043455e+04	9.870143e+00	1
21813	6.321648e+00	5.729273e+01	4.462805e+04	9.767726e+00	1
21814	6.408727e+00	6.192269e+01	4.191205e+04	9.395354e+00	1
21815	6.148370e+00	6.273348e+01	4.464350e+04	9.287229e+00	1
21816	6.257898e+00	6.097737e+01	5.341685e+04	9.306704e+00	1
21817	6.106969e+00	5.950079e+01	4.646922e+04	9.528839e+00	1
21818	6.157527e+00	5.900686e+01	4.835190e+04	9.173040e+00	1
21819	6.184829e+00	5.816849e+01	4.671151e+04	9.205049e+00	1
21820	6.252264e+00	5.577234e+01	4.951099e+04	9.020029e+00	1
21821	6.252264e+00	5.577234e+01	4.742157e+04	9.020029e+00	0
21822	6.014124e+00	5.629959e+01	4.420384e+04	8.991239e+00	1
21823	5.760968e+00	5.580858e+01	4.333503e+04	9.018601e+00	1
21824	5.728966e+00	5.695922e+01	4.466264e+04	9.151795e+00	1
21825	5.699344e+00	5.446783e+01	5.327468e+04	9.033864e+00	1
21826	5.906400e+00	5.693844e+01	5.304473e+04	8.971670e+00	1
21827	5.857886e+00	5.540848e+01	4.549354e+04	8.856929e+00	1
21828	6.131860e+00	5.873084e+01	4.950563e+04	8.676652e+00	1
21829	6.050100e+00	5.902176e+01	4.580883e+04	8.618325e+00	1
21830	6.077230e+00	6.171990e+01	4.576848e+04	8.574264e+00	1
21831	5.904628e+00	6.420142e+01	4.863161e+04	8.445680e+00	1
21832	6.129523e+00	6.408424e+01	4.619913e+04	8.439870e+00	1
21833	6.119636e+00	6.185061e+01	4.745380e+04	8.444405e+00	1
21834	6.197952e+00	6.426748e+01	4.752706e+04	8.418571e+00	1
21835	6.197952e+00	6.426748e+01	4.771450e+04	8.418571e+00	0
21836	6.110625e+00	6.604173e+01	4.978935e+04	8.700675e+00	1
21837	6.211589e+00	6.719309e+01	4.642616e+04	8.634420e+00	1
21838	6.307561e+00	6.927299e+01	4.415767e+04	8.588225e+00	1
21839	6.342987e+00	6.923527e+01	5.320796e+04	8.470614e+00	1
21840	6.018018e+00	6.593078e+01	5.076705e+04	8.434239e+00	1
21841	6.361703e+00	6.864453e+01	4.542928e+04	8.233324e+00	1
21842	6.427151e+00	6.384944e+01	4.662015e+04	8.290292e+00	1
21843	6.376225e+00	6.815817e+01	4.714495e+04	8.148610e+00	1
21844	6.154148e+00	6.553512e+01	4.981998e+04	7.980648e+00	1
21845	6.369765e+00	6.594803e+01	4.266106e+04	8.079114e+00	1
21846	6.447709e+00	6.624311e+01	4.317558e+04	7.726042e+00	1
21847	6.671370e+00	6.505911e+01	4.486549e+04	7.371015e+00	1
21848	6.519665e+00	6.573075e+01	4.605436e+04	7.371790e+00	1
21849	6.513609e+00	6.279283e+01	4.535891e+04	7.342545e+00	1
21850	6.438238e+00	6.301580e+01	4.755820e+04	7.118677e+00	1
21851	6.381917e+00	6.567629e+01	4.924524e+04	7.046085e+00	1
21852	6.481273e+00	6.289146e+01	4.632477e+04	7.142153e+00	1
21853	6.482700e+00	6.195076e+01	4.845736e+04	7.060146e+00	1
21854	6.550924e+00	5.840764e+01	4.267897e+04	6.981424e+00	1
21855	6.711115e+00	6.152652e+01	5.370846e+04	7.079586e+00	1
21856	6.914421e+00	6.469318e+01	4.211463e+04	7.033842e+00	1
21857	6.776240e+00	6.205814e+01	5.202982e+04	7.016898e+00	1
21858	7.003057e+00	6.281215e+01	4.841261e+04	7.055279e+00	1
21859	7.363691e+00	6.514521e+01	4.584023e+04	6.848745e+00	1
21860	7.249365e+00	6.371818e+01	4.713671e+04	6.925135e+00	1
21861	6.990818e+00	6.158390e+01	4.672016e+04	7.299750e+00	1
21862	6.942323e+00	6.070115e+01	4.442067e+04	7.328239e+00	1
21863	7.147605e+00	6.114028e+01	4.408188e+04	7.602014e+00	1
21864	7.155014e+00	6.397509e+01	4.641653e+04	7.496979e+00	1
21865	7.043475e+00	6.171426e+01	4.277768e+04	7.543256e+00	1
21866	7.188268e+00	6.427200e+01	4.794279e+04	7.590775e+00	1
21867	7.235057e+00	6.477313e+01	5.103390e+04	7.639419e+00	1
21868	7.402709e+00	6.553553e+01	5.396862e+04	7.594630e+00	1
21869	7.301973e+00	6.355848e+01	4.924315e+04	7.486914e+00	1
21870	7.110524e+00	6.548592e+01	4.646282e+04	7.524593e+00	1
21871	7.240130e+00	6.485862e+01	4.877035e+04	7.368325e+00	1
21872	7.138793e+00	6.554830e+01	4.667961e+04	7.382834e+00	1
21873	7.138793e+00	6.554830e+01	5.535182e+04	7.382834e+00	0
21874	7.017014e+00	6.543782e+01	4.551729e+04	7.319298e+00	1
21875	6.938812e+00	6.640697e+01	4.837444e+04	7.558053e+00	1
21876	6.878247e+00	6.799464e+01	5.256863e+04	7.368091e+00	1
21877	6.780698e+00	6.483255e+01	4.477078e+04	7.519457e+00	1
21878	6.635155e+00	6.387362e+01	5.071103e+04	7.597155e+00	1
21879	6.427999e+00	6.184365e+01	4.606584e+04	7.663094e+00	1
21880	6.427999e+00	6.184365e+01	5.257309e+04	7.663094e+00	0
21881	6.279728e+00	6.563937e+01	4.655815e+04	7.677639e+00	1
21882	6.357526e+00	6.467987e+01	4.688399e+04	7.636168e+00	1
21883	6.397225e+00	6.869487e+01	4.901632e+04	7.531469e+00	1
21884	6.120775e+00	6.677652e+01	4.644720e+04	7.593670e+00	1
21885	5.861449e+00	6.531412e+01	4.680954e+04	7.865065e+00	1
21886	5.821513e+00	6.419682e+01	4.966505e+04	7.921302e+00	1
21887	5.911005e+00	6.838961e+01	5.008874e+04	7.998444e+00	1
21888	5.869035e+00	6.913522e+01	5.100765e+04	8.041117e+00	1
21889	5.789467e+00	6.709336e+01	4.954110e+04	7.827243e+00	1
21890	5.664042e+00	6.935331e+01	5.101496e+04	7.910729e+00	1
21891	5.796278e+00	6.878083e+01	4.439838e+04	7.926939e+00	1
21892	5.718487e+00	6.722255e+01	4.503531e+04	7.924811e+00	1
21893	5.773084e+00	6.700383e+01	5.114100e+04	7.873315e+00	1
21894	5.773084e+00	6.700383e+01	4.969976e+04	7.873315e+00	0
21895	5.848752e+00	6.922990e+01	4.740338e+04	7.875649e+00	1
21896	5.848752e+00	6.922990e+01	4.509346e+04	7.875649e+00	0
21897	5.866759e+00	7.155143e+01	4.573253e+04	7.907114e+00	1
21898	5.955558e+00	7.244527e+01	4.452088e+04	7.845628e+00	1
21899	5.935674e+00	6.711612e+01	4.518052e+04	7.780123e+00	1
21900	5.860341e+00	6.856509e+01	4.642887e+04	7.703126e+00	1
21901	5.641286e+00	6.700663e+01	4.462193e+04	7.589713e+00	1
21902	5.515569e+00	6.344507e+01	4.548421e+04	7.598675e+00	1
21903	5.546154e+00	6.368442e+01	4.387842e+04	7.539151e+00	1
21904	5.451815e+00	6.253402e+01	4.975442e+04	7.685414e+00	1
21905	5.433415e+00	6.047813e+01	4.505456e+04	7.629743e+00	1
21906	5.561306e+00	5.734291e+01	5.042793e+04	7.719746e+00	1
21907	5.561306e+00	5.734291e+01	4.740367e+04	7.719746e+00	0
21908	5.673061e+00	6.355963e+01	4.931612e+04	7.588008e+00	1
21909	5.573920e+00	6.219939e+01	4.819541e+04	7.677840e+00	1
21910	5.488461e+00	6.279799e+01	5.040759e+04	7.656354e+00	1
21911	5.477388e+00	6.007006e+01	4.443331e+04	7.802369e+00	1
21912	5.551667e+00	6.374859e+01	4.242114e+04	8.106977e+00	1
21913	5.466301e+00	6.100925e+01	4.759761e+04	8.280651e+00	1
21914	5.469799e+00	6.292884e+01	4.745114e+04	8.210197e+00	1
21915	5.519744e+00	6.465920e+01	5.399869e+04	8.400769e+00	1
21916	5.559832e+00	6.268178e+01	4.985924e+04	8.219558e+00	1
21917	5.417274e+00	6.194008e+01	5.040677e+04	8.536513e+00	1
21918	5.318947e+00	6.145947e+01	4.577024e+04	8.590968e+00	1
21919	5.371506e+00	5.841382e+01	5.010215e+04	8.328083e+00	1
21920	5.319288e+00	5.926902e+01	4.855928e+04	7.964886e+00	1
21921	5.480824e+00	5.395884e+01	4.835384e+04	7.993596e+00	1
21922	5.386782e+00	5.593393e+01	4.689475e+04	8.019492e+00	1
21923	5.329976e+00	5.419177e+01	4.410502e+04	7.780169e+00	1
21924	5.329976e+00	5.419177e+01	5.187461e+04	7.780169e+00	0
21925	5.326305e+00	5.705448e+01	5.152158e+04	7.973210e+00	1
21926	5.306715e+00	5.847631e+01	5.046989e+04	7.813857e+00	1
21927	5.282071e+00	6.115071e+01	4.340580e+04	7.572001e+00	1
21928	5.215070e+00	6.193875e+01	4.806827e+04	7.557234e+00	1
21929	5.227213e+00	6.612447e+01	4.530103e+04	7.596959e+00	1
21930	5.121068e+00	6.285387e+01	4.875377e+04	7.590861e+00	1
21931	5.205757e+00	6.381102e+01	4.883905e+04	7.546267e+00	1
21932	5.051500e+00	6.071425e+01	5.079310e+04	7.470957e+00	1
21933	5.051500e+00	6.071425e+01	5.070499e+04	7.470957e+00	0
21934	5.099089e+00	6.046157e+01	4.825246e+04	7.433548e+00	1
21935	5.262308e+00	5.749923e+01	4.903500e+04	7.539877e+00	1
21936	5.083636e+00	5.863997e+01	4.829871e+04	7.495431e+00	1
21937	4.931765e+00	5.690751e+01	4.503625e+04	7.060616e+00	1
21938	4.865300e+00	5.664169e+01	4.280482e+04	7.082073e+00	1
21939	4.700422e+00	5.480098e+01	4.301526e+04	7.067303e+00	1
21940	4.503451e+00	5.595571e+01	4.807668e+04	7.282914e+00	1
21941	4.503451e+00	5.595571e+01	4.544905e+04	7.282914e+00	0
21942	4.623277e+00	5.528477e+01	4.590739e+04	7.149686e+00	1
21943	4.816156e+00	5.748800e+01	4.669705e+04	7.342262e+00	1
21944	4.817255e+00	5.597987e+01	4.988033e+04	7.274765e+00	1
21945	4.827201e+00	5.447394e+01	4.509172e+04	7.216599e+00	1
21946	5.111369e+00	5.067434e+01	4.561796e+04	7.090499e+00	1
21947	5.096962e+00	5.354864e+01	4.490086e+04	7.148906e+00	1
21948	5.183854e+00	5.215793e+01	4.605222e+04	7.334660e+00	1
21949	5.045068e+00	5.217816e+01	4.719662e+04	7.204753e+00	1
21950	4.957444e+00	5.172225e+01	4.834020e+04	7.553507e+00	1
21951	5.092200e+00	5.427123e+01	4.578004e+04	7.213798e+00	1
21952	5.055870e+00	5.373344e+01	4.475307e+04	7.280879e+00	1
21953	5.248384e+00	5.438690e+01	4.796938e+04	7.253966e+00	1
21954	5.175415e+00	5.522204e+01	4.957755e+04	7.329265e+00	1
21955	5.173524e+00	5.513691e+01	5.160658e+04	7.425654e+00	1
21956	5.034680e+00	5.489813e+01	4.779440e+04	7.264747e+00	1
21957	5.188958e+00	5.295247e+01	4.468780e+04	7.543636e+00	1
21958	5.181768e+00	5.523949e+01	4.774721e+04	7.453439e+00	1
21959	5.286377e+00	5.320085e+01	4.540930e+04	7.525273e+00	1
21960	5.254393e+00	5.668854e+01	4.935894e+04	7.649373e+00	1
21961	5.244359e+00	5.740156e+01	4.602776e+04	7.613604e+00	1
21962	5.080824e+00	5.774451e+01	4.699142e+04	7.666664e+00	1
21963	5.027868e+00	5.436500e+01	4.705820e+04	7.834860e+00	1
21964	4.904973e+00	5.540132e+01	4.854998e+04	7.820528e+00	1
21965	4.864406e+00	5.494637e+01	4.430023e+04	7.914047e+00	1
21966	5.109950e+00	5.795971e+01	4.737827e+04	7.884573e+00	1
21967	5.109950e+00	5.795971e+01	5.211129e+04	7.884573e+00	0
21968	5.149625e+00	6.212848e+01	4.658980e+04	7.885456e+00	1
21969	5.198848e+00	6.082725e+01	4.653398e+04	7.899615e+00	1
